iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
BOL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.8396826429648335,0.8823590705388163,82.54870889226832,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.5365061588634822,0.7445688095531727,129.19650019084338,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.4741850804134533,0.9591726300809837,47.01900662063027,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.9027704300279293,0.5957809984720824,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.4187309933247809,0.1477055551743628,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.322923774951202,0.8220183505272679,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.154257054286868,0.8919326426472615,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.6901147821962237,0.7870834654678586,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,7.214696658366076,0.9441295678476969,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.17012352494579638,0.17950784600361464,407.43758441449603,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.4581661820739753,0.506444642668163,151.2872856355928,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BOL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.46455203019439545,0.41037182805059585,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.3728827924917586,0.9036330614548618,50.488445506837124,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.3580726443203615,0.8110435960814855,51.03903561114923,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.6437251170595135,0.9581955626623535,26.21857983975653,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.6396706703889072,0.29752287420396273,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.13734652195329808,0.013081936694714427,504.6703554645789,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.852975475926573,0.8212472222219426,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.778514515211283,0.8603878520874706,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.7671343162638085,0.7147022550879097,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,8.70362639663565,0.9581827088292878,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.968260526447499,0.7943958607285939,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.985928974874492,0.6894723736322818,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,2.6022410384991974,0.8998743085081382,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.5356997064037631,0.6073851743063893,129.39099504331486,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.7025778506520602,0.519063747373984,98.65770461118831,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8269357783670754,0.8453132894400744,83.82116225865587,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.3465473639461041,0.16775904740812253,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.2784837011503873,0.08053719678274887,248.90044828355346,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.087396671310526,0.8838029966291736,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.6500596068634146,0.610809334555607,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.9359753924433196,0.4536115382531112,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,2.9971765412061844,0.9139611530535264,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.3499600606524297,0.7236380682985165,198.0646532257746,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.22808437534770193,0.4668116533150724,303.8994580419115,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.35820032151454206,0.5879605916838174,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.5850275384645844,0.8966184345405807,43.73092351640759,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.860475931100338,0.834374394651288,37.25644438463649,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.4795512606073207,0.9609642886617885,46.848473521317864,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.36736299122672417,0.183678855183493,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.06045337772127693,0.0027294381966695186,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.9430630886623952,0.8127326830755687,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.3533765564417983,0.8334394345121384,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.060762704055667,0.7507843156435171,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.2584060699377817,0.9525662611254975,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.1275666355857355,0.09103068549277889,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.46452332802311114,0.4879093852738396,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ECU,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.6863660244033087,0.5671767948438239,100.9879795787578,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.5892514378142432,0.8022301739598082,117.63181828305599,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.45408926800929184,0.5049880939899378,152.64557640806473,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.0034185639967503,0.9841686143163787,69.07856854860721,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.8671968053671693,0.3496007892672218,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.3360540642365722,0.06916556352250984,206.2606152776626,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.491478867992983,0.8363209194587463,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.342537214904013,0.7802961148197433,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.3412024529453643,0.4403920252633296,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,5.785822388108939,0.9847676258158283,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.6086619156789724,0.567507663594829,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.8832541147973025,0.5443997728845672,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
GUY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.09525595612877284,0.05122629983737012,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.7266837637236219,0.8311790906123583,40.1432616164272,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.0083125344102615,0.7310144922020583,68.74328711636527,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-4.567750996495622,0.9343597318891936,15.174802240571513,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.0479508063931633,0.40021423677746515,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5331057582224108,0.3437309311783058,130.02057656836743,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.8946758381925655,0.8342517037971479,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,6.318038794635555,0.8335601525493836,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.68055470013965,0.6475618976010377,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,14.356434282945104,0.9277240828320312,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.5286403750186298,0.6755279529456278,131.11885003780085,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.6964068604148295,0.9037281112326188,99.53192881343207,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,1.4426154476630042,0.8143091588207897,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.0656873509351414,0.9185176264200563,65.04226403285243,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.0531258660532463,0.818223637252894,65.81807577831343,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.6604286728245057,0.943430033446069,41.745074142862954,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.37214411813678994,0.10109081515573218,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.6324858712079104,0.24034717349314344,109.59093508858703,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.563413493439875,0.8717638456472039,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.156557125578886,0.889649018692484,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.8855677713000545,0.7494924496021818,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,7.260489231264558,0.9401601904355661,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.18022448585187342,0.13323556458778785,384.6021129058142,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.45832777428194743,0.3192034511342517,151.23394641441587,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PER,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.40712323110202486,0.5220292879451432,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.8374528190264195,0.9603451219567436,82.7685052592889,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.9748438138397569,0.9520957357791238,71.10340864037975,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8311837904188109,0.9288349873963592,83.39276927076348,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.8276429317945101,0.4123757643948498,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.04117379277603587,0.0010523256581263954,nan,flat,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.3404032717127077,0.8210534108958427,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.085666051844219,0.9487466257379193,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.501822805755083,0.9058395336571273,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.443243359687485,0.9144447077289672,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.15630665949612285,0.3960546217906548,443.45339014627115,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.13923518245428318,0.17454381054274287,497.8247367812621,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SUR,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.5291010900936806,0.8668860554545537,131.00467822457506,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.1821087395457144,0.812431665203597,58.63649911143728,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.8317311202647467,0.5694446786301302,83.3378917382953,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.872908512890161,0.9459803710845585,24.12701892350326,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.8092209742102933,0.386038633556553,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.08268024694637134,0.004995074980909161,838.3467710365444,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.221079843793188,0.9223157819289367,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.902655277172199,0.7641429649199036,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.702560378987834,0.44374506868165936,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,9.106228107785135,0.945956167801224,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.0126036687460354,0.818922143791909,68.45197207494901,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.9391464141886293,0.5931079291017923,73.80608285224474,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
URY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.2154468841678074,0.8357933614084322,57.02817536403736,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
VEN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.43927181251443276,0.5691925671265571,157.79459569515885,falling,True,mixed,both margins contribute
VEN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.7530139081603732,0.6962738509653928,92.04971821215317,falling,True,mixed,both margins contribute
VEN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.06451547913921182,0.04674934025031543,1074.388952555508,falling,False,mixed,both margins contribute
VEN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.020283620520184703,0.0006807832781391223,nan,flat,False,mixed,both margins contribute
VEN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.45839005084449036,0.20681848600616748,151.2133998726549,falling,False,mixed,both margins contribute
VEN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.56506073882851,0.7316440977813421,nan,rising,True,mixed,both margins contribute
VEN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.0960661083052956,0.5475804000897156,nan,rising,True,mixed,both margins contribute
VEN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.6848679345080138,0.5718317202541362,nan,rising,True,mixed,both margins contribute
VEN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.201731535719888,0.4898116116533185,nan,rising,False,mixed,both margins contribute
VEN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.3256905751530807,0.833764067167785,nan,rising,True,mixed,both margins contribute
VEN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.32805253952675223,0.682362512345851,nan,rising,True,mixed,both margins contribute
VEN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.006231914215807747,0.0018351571992090622,11122.54046760981,flat,False,mixed,both margins contribute
