iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
DZA,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.47802735370775956,0.6509273310582456,145.00157264717922,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.3847061777592014,0.9606495157547742,50.05734730537778,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.07083605256411933,0.0058072810887551925,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.6132147711735892,0.20360591053893212,113.03497781590924,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.9336462647933088,0.8285987666918503,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.2660508229205787,0.7898044900274273,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.3401957461654044,0.4576918975363047,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.816586256091815,0.955032226828805,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.7936229762626786,0.9490287433954511,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.8074742358230963,0.9108024444961367,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.14738100070114946,0.43905999066749457,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
TUN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.5919685358402758,0.8449428988456155,43.54025628993271,falling,True,mixed,both margins contribute
TUN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.7664456618330877,0.7490479262350584,39.23965483549876,falling,True,mixed,both margins contribute
TUN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-3.0225763803793533,0.9314900119733626,22.93232968600617,falling,True,mixed,both margins contribute
TUN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.42076442846300166,0.30418801923564565,164.73521373751169,falling,False,mixed,both margins contribute
TUN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.6311735486246028,0.29334950679624106,109.81879422393253,falling,False,mixed,both margins contribute
TUN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.3968741212542855,0.1305012388785994,nan,rising,False,mixed,both margins contribute
TUN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.512020900143069,0.7346711284113757,nan,rising,True,mixed,both margins contribute
TUN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.993609114257414,0.614738029388303,nan,rising,True,mixed,both margins contribute
TUN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.363172480710912,0.9351013589809644,nan,rising,True,mixed,both margins contribute
TUN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.2039262640343159,0.1678554983970719,nan,rising,False,mixed,both margins contribute
TUN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.26242374414898995,0.15872637156873085,nan,rising,False,mixed,both margins contribute
TUN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,1.832964765578641,0.9471659786592511,nan,rising,True,mixed,both margins contribute
LBY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.0056150955383155714,0.0003986605134315283,nan,flat,False,flat,total inequality barely moving
LBY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.025060713918716337,0.004567190623952429,2765.8716459880075,flat,False,flat,total inequality barely moving
LBY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8579978102897633,0.6367070699445848,80.7865908568992,falling,True,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.43657374774440355,0.1339117354269429,nan,rising,False,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.08009079333891504,0.002372665259585186,865.4517600129133,falling,False,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.5698428186497488,0.36565608336735334,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.16571165123748974,0.014284401551356206,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.058915461808505216,0.00094408301792789,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.8224348526321403,0.5840546398684915,nan,rising,True,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.4029466870318493,0.5252961025741627,nan,rising,True,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.018833703957222232,0.0021519189903811456,nan,flat,False,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.23672318405740686,0.35705199557465317,nan,rising,False,flat,total inequality barely moving
MRT,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.6780874581341497,0.8988182448972286,102.22091151298306,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.5312405499529486,0.755172253595991,130.47708436815236,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.2408552939892297,0.9664045420771962,55.86043625857002,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.8505381929801616,0.397624140591731,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.19461274909241838,0.016384120612655494,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.321977660759156,0.9010810398907018,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,5.094629302374665,0.8694370301719724,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.9295115776166067,0.6665530545677485,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,9.224974186147278,0.9622808916043932,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.1348900603644219,0.09389879391627834,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.18613204101362088,0.12197310463839496,372.39541176536164,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
MRT,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.9717804114930069,0.5539539674883943,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.5740640035200173,0.9345747160629705,120.74388505632467,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6444129360421658,0.8988618334640518,107.56258010850836,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8763337037832476,0.9632280275528516,79.09625951478733,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.4838617255617482,0.1761876633017258,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.11566867059145616,0.005433786356130062,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.9886899387016874,0.947364114070922,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.7026664374982485,0.8446239457210246,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.8078304437546107,0.7223251627611145,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.302893360049277,0.9655687655696361,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.10131532569847132,0.5373803705979854,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.12218662612149313,0.47928178352879325,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.21796468705901703,0.7308725989391707,318.0089352603552,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.0075455975124084,0.9479427961218997,68.79561404181601,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.1440384233355372,0.9208576995566466,60.587753559799005,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.0352965217736523,0.8392139988896831,66.95156083133143,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.3625480864373203,0.09960918732701046,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.36902054066769924,0.07046547138098444,187.83430843870562,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.692806105994665,0.9051375854489586,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,5.079105663694143,0.931634732873574,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,5.6068029170285625,0.880824030582053,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,6.3436400145969465,0.859809489861488,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.1328433535000437,0.8483852119960184,61.18649841731349,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.3953518963550418,0.8993124233619587,49.67543903230391,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SDN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.961455688470859,0.5569131935999464,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
SAU,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.3002110533512876,0.9614197766807675,53.31035902005,falling,True,mixed,both margins contribute
SAU,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.091410703411269,0.9233850181592037,63.50928925229271,falling,True,mixed,both margins contribute
SAU,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.8661729435558696,0.9628933766957983,37.14270871590277,falling,True,mixed,both margins contribute
SAU,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.06688630690424412,0.005787643056784325,1036.3065515820297,falling,False,mixed,both margins contribute
SAU,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.4134688564128756,0.09561297369714548,167.64193235095624,falling,False,mixed,both margins contribute
SAU,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.1108026684523264,0.8095950586697831,nan,rising,True,mixed,both margins contribute
SAU,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.084146656029678,0.9314735933535583,nan,rising,True,mixed,both margins contribute
SAU,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.6346464436052464,0.8337501129769013,nan,rising,True,mixed,both margins contribute
SAU,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.837817929332287,0.9394565323519133,nan,rising,True,mixed,both margins contribute
SAU,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,1.200184824115333,0.8250667796693858,nan,rising,True,mixed,both margins contribute
SAU,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.7227501055395211,0.5291593599310197,nan,rising,True,mixed,both margins contribute
SAU,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,2.0604944226004744,0.9629194113675553,nan,rising,True,mixed,both margins contribute
YEM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.5837123037297858,0.28639126053356734,118.74808465247281,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.5511741362573919,0.8083582727009034,44.68532348227143,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.079780383449128,0.8291096234645751,33.32790260337119,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.8133174890668705,0.3374477281632075,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.35864324607961034,0.09076485774413307,193.26926915168588,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.71490079733729,0.8296396762947577,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.262864049644105,0.4172961619228639,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.714962615055575,0.7595906354331541,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,7.620521522461328,0.8956290496221982,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-2.4447346053812624,0.9708110179678996,28.35265550028271,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-2.4385458236187523,0.9371685703296132,28.424611661852186,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
YEM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.3859882914357948,0.838291059133164,50.0110415681715,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
OMN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.4675413636645718,0.9398170471890618,47.23186669363102,falling,True,mixed,both margins contribute
OMN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.3954388875411345,0.8440069035793166,49.67234228231387,falling,True,mixed,both margins contribute
OMN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.8141867644994825,0.9503500733545751,38.20704649177497,falling,True,mixed,both margins contribute
OMN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.4061679881324873,0.21852869637858396,170.65529554580473,falling,False,mixed,both margins contribute
OMN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5129056559786835,0.17379940891615484,135.1412628190539,falling,False,mixed,both margins contribute
OMN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.748637748472868,0.7347834791789477,nan,rising,True,mixed,both margins contribute
OMN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.174066147403139,0.8839878016338026,nan,rising,True,mixed,both margins contribute
OMN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.2235898489601853,0.7472732069791077,nan,rising,True,mixed,both margins contribute
OMN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.2596746349316685,0.926498658737675,nan,rising,True,mixed,both margins contribute
OMN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.581001331368001,0.8134017460946414,nan,rising,True,mixed,both margins contribute
OMN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.6060787604142143,0.6523894441484946,nan,rising,True,mixed,both margins contribute
OMN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.8353798260278029,0.7578419852917627,nan,rising,True,mixed,both margins contribute
ARE,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.4552731852503598,0.8881141387488,47.63003864739656,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.4247804576157386,0.7326827867175415,48.64940256970356,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.6560763557921927,0.9853055466717136,41.854783937687145,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-1.641646390487236,0.7585724760908664,42.22268477404693,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.6932643569080605,0.5537832271742628,40.935556089165416,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-1.206904047086573,0.5642218967745479,57.43183828351391,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.9427966678672817,0.5351182088756622,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.9964189651137104,0.31659417792108413,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
ARE,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.093798674309044,0.8643701155344677,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
ARE,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.4746830175346936,0.16876178613764564,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
ARE,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.28425675670873485,0.026592041036898658,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
ARE,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.2117403917924184,0.034684317479034964,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
QAT,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.4629487774663885,0.9291014455926744,28.14297994751556,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.1814600698843676,0.8275704566936102,31.774461065275737,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-4.026103507719321,0.9628988736874702,17.216327877089142,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-1.4673024292371495,0.7326136147035671,47.23955789538987,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5780480431819413,0.2812953792272869,119.91169051354723,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
QAT,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-2.7698727661307743,0.8797856743605976,25.02451336521858,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.7499567858748558,0.6591722350792696,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.052828129733292,0.6271271440423506,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.7271666539925014,0.761060398030698,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
QAT,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.33347291303952337,0.10420556366718083,207.85711626233137,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
QAT,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.193796257799657,0.014844350109456988,357.6679903058335,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
QAT,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.9439480282046812,0.7053545454524014,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-4.09269291168103,0.9189752357485749,16.93621279479878,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.764011476141872,0.787976272432864,18.415118682646103,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-3.699524258003327,0.8749011301717502,18.73611665230827,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-3.4882926563062555,0.8354356925370199,19.870671668182712,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-3.264023875952831,0.6239104453144968,21.23597151560671,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-3.095736097769172,0.7701644536545532,22.39038337471454,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.10087767710976284,0.3958119965730555,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BHR,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.12744833639184028,0.277874338395364,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BHR,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.04189946858419066,0.6749999999999999,nan,flat,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-5.689162582539127,0.8509042139197981,12.18364162569928,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-4.419995769523701,0.6045130994144381,15.682077918247392,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BHR,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-3.6829911142317937,0.9203958722721812,18.820224080408174,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
KWT,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.1378704188152966,0.5266207676390762,60.91617895134504,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
KWT,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.671958095483737,0.5012620825232967,41.457210107852696,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
KWT,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.4519661585934789,0.9452164254350182,47.73852175944636,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
