iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
BES,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.83633939436738,0.5640218608653739,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.9801760630122872,0.49080539023554826,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.6956184895277134,0.16782623582444786,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,2.9618840085726874,0.948790654298165,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,2.477229823704482,0.7450770014028619,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,2.0932505306828975,0.6560902671495755,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BES,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-3.7259071430982753,0.6737187348162489,18.60344753475416,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BHS,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.24357371306613992,0.21543635492936566,284.57388600539514,falling,False,flat,total inequality barely moving
BHS,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.5414405540654473,0.40114815011095006,128.0190734431319,falling,False,flat,total inequality barely moving
BHS,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.22560221442540865,0.10986630935267923,307.24307486313353,falling,False,flat,total inequality barely moving
BHS,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.38521437978899203,0.17396288159564324,179.93803370986018,falling,False,flat,total inequality barely moving
BHS,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5530632236057635,0.1856951188462905,125.32874199099466,falling,False,flat,total inequality barely moving
BHS,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.3352358537812723,0.7832562027153058,,rising,True,flat,total inequality barely moving
BHS,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.4277608371784537,0.07109183591634856,,rising,False,flat,total inequality barely moving
BHS,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.1146932539557541,0.18748653594676953,,rising,False,flat,total inequality barely moving
BHS,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.8557697535107558,0.40225485362563645,,rising,False,flat,total inequality barely moving
BHS,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.04722017724729132,0.10288081400063127,,flat,False,flat,total inequality barely moving
BHS,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.008033864991951838,0.0012840559056629909,,flat,False,flat,total inequality barely moving
BHS,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.019310369473289624,0.018824537155738393,3589.5076037706904,flat,False,flat,total inequality barely moving
BLM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.3508122474249348,0.06591571646023997,197.5835181490526,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.8181700496422466,0.13642034743226852,84.71920731674682,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.245642078856072,0.3301334759291494,55.64577436212599,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.5396640133052423,0.058933044682402236,128.44050436394218,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.2925837214189941,0.13258442134177753,53.624935009935804,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-2.3991350278685584,0.3152649078039141,28.891545182254777,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-2.0392254253167303,0.44429599851177587,33.990709018954405,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.9104194990162744,0.3946720886368784,36.282459476406366,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BLM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-11.910107816411218,0.8149683208096339,5.819822886950204,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BLZ,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.6339220868916389,0.8144699539250352,42.422290886500186,falling,True,mixed,both margins contribute
BLZ,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.076998062053953,0.7619111118824116,33.37254825719427,falling,True,mixed,both margins contribute
BLZ,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.9534677359419252,0.9045640349365298,35.48290907531794,falling,True,mixed,both margins contribute
BLZ,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.3231808974089897,0.06077632298618685,214.47653191047314,falling,False,mixed,both margins contribute
BLZ,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.3268083289997952,0.38276023069069054,52.24169651410534,falling,False,mixed,both margins contribute
BLZ,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.305881438397289,0.7718596761647364,,rising,True,mixed,both margins contribute
BLZ,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.962660092652771,0.7447749088346085,,rising,True,mixed,both margins contribute
BLZ,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,5.106283568847137,0.669662362856675,,rising,True,mixed,both margins contribute
BLZ,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.3396111378006985,0.9257539290909015,,rising,True,mixed,both margins contribute
BLZ,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.1153532849662662,0.7753106581296771,62.145975620711916,falling,True,mixed,both margins contribute
BLZ,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.848493600393044,0.45790122955566287,81.69150365292818,falling,False,mixed,both margins contribute
BLZ,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.3963510222669084,0.7443342194258601,49.63989494809509,falling,True,mixed,both margins contribute
BMU,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.4764246795997575,0.3034363633462337,145.48935230270934,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.9029331121363458,0.4101839821222596,76.76617140775295,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.4764246795997575,0.3034363633462337,145.48935230270934,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.9029331121363458,0.4101839821222596,76.76617140775295,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.09716976241330665,0.1821164603623736,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.16289080693963365,0.1918323972904348,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BMU,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.7931103702915179,0.8735537971456946,87.39605564672797,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.0847539159129014,0.9156403080232592,63.899025427957106,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.19860019362761605,0.7031309758799723,349.0163669526054,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.7931103702915179,0.8735537971456946,87.39605564672797,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.0847539159129014,0.9156403080232592,63.899025427957106,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.19860019362761605,0.7031309758799723,349.0163669526054,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BRB,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.0011497459286326944,0.0004681719095257781,60286.987176745446,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.0008668866520144264,9.717509431948296e-05,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BRB,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.035554985588741504,0.4954245412605187,1949.5076965505239,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
CAN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.14968670911939855,0.3638113968001432,463.0652812381973,falling,False,flat,total inequality barely moving
CAN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.21161473405194092,0.3099517416588395,327.55147398659494,falling,False,flat,total inequality barely moving
CAN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.2521425596918007,0.6099973810109554,274.9028888289204,falling,True,flat,total inequality barely moving
CAN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.0776808627170713,0.5687887318927063,,rising,True,flat,total inequality barely moving
CAN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.6291146015428747,0.17009535741331266,,rising,False,flat,total inequality barely moving
CAN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.683052946284187,0.8407129926013847,,rising,True,flat,total inequality barely moving
CAN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.8102321250086009,0.5031825600743509,,rising,True,flat,total inequality barely moving
CAN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.8440880904725744,0.29663770585534577,,rising,False,flat,total inequality barely moving
CAN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.7274555264771143,0.7639776328958201,,rising,True,flat,total inequality barely moving
CAN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.05060138055911832,0.06729595076596331,,rising,False,flat,total inequality barely moving
CAN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.12328572370720105,0.1474986449123954,,rising,False,flat,total inequality barely moving
CAN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.13216162212152938,0.38415869622636917,524.4693349197553,falling,False,flat,total inequality barely moving
CRI,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.8704860744380416,0.8386797648912997,24.14738001108901,falling,True,mixed,both margins contribute
CRI,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.216771450689737,0.7134088679537764,21.547915081480884,falling,True,mixed,both margins contribute
CRI,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.7468476707628384,0.8431326327789421,25.234278112242333,falling,True,mixed,both margins contribute
CRI,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.9058145518493788,0.6077919658602855,76.5219745194824,falling,True,mixed,both margins contribute
CRI,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.4790859149864812,0.7448464876648008,46.863212849016996,falling,True,mixed,both margins contribute
CRI,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.9497337087859199,0.5221206209903825,,rising,True,mixed,both margins contribute
CRI,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.2236876307594935,0.6389752746635631,,rising,True,mixed,both margins contribute
CRI,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.093935334002672,0.5251382241586343,,rising,True,mixed,both margins contribute
CRI,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,2.6511800581472977,0.8118282287581488,,rising,True,mixed,both margins contribute
CRI,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-2.0449696408492,0.8764079675614483,33.89523084910478,falling,True,mixed,both margins contribute
CRI,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.6678400144807821,0.6822119650869145,41.559572533444104,falling,True,mixed,both margins contribute
CRI,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.39269577581261,0.6146331420149654,49.77017900090261,falling,True,mixed,both margins contribute
CUB,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.2554757431616825,0.7920986023277826,30.73175061454241,falling,True,mixed,both margins contribute
CUB,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.126381019177883,0.5924803016502468,32.59750601178405,falling,True,mixed,both margins contribute
CUB,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-3.831628500968403,0.6912724943210424,18.090145753555174,falling,True,mixed,both margins contribute
CUB,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.2898564195744534,0.06687220993056874,239.13466590720148,falling,False,mixed,both margins contribute
CUB,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.1426781497018277,0.3978880281371555,60.659878789212534,falling,False,mixed,both margins contribute
CUB,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.10495686748385599,0.004360592598816067,660.4114596565701,falling,False,mixed,both margins contribute
CUB,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.483060573057786,0.7151537311455995,,rising,True,mixed,both margins contribute
CUB,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.5044653536426535,0.4951867628070608,,rising,False,mixed,both margins contribute
CUB,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.732032654044797,0.6275732716825742,,rising,True,mixed,both margins contribute
CUB,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.1939710730885191,0.891166701000677,58.053934151598696,falling,True,mixed,both margins contribute
CUB,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.3614474995113768,0.8258305002730618,50.91251633344038,falling,True,mixed,both margins contribute
CUB,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.5250725952871808,0.3861442426592723,132.0097805106051,falling,False,mixed,both margins contribute
CYM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.6503193713769964,0.6494802337113432,42.00079042770952,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.294775882527504,0.6050558927963768,30.20544123012577,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.7740668794699945,0.7375135253874846,89.54616182965286,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-1.2803761889488676,0.6690569665690559,54.13621297729604,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.6463522159733637,0.5702684219919537,42.10199821367748,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.7495888444518403,0.7501854339957812,92.4703169864848,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.323072901137346,0.340808823620411,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
CYM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.539930491808284,0.372693650760734,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
CYM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.05802715166880335,0.6750000000000002,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.4248446977302933,0.7390265925970059,163.153073173101,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.30592759510145806,0.3915687037410102,226.57229738627188,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
CYM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.18978928360202077,0.3415300786879526,365.219346110944,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
DMA,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.1631084049541556,0.14185914679466852,59.59437466082673,falling,False,mixed,both margins contribute
DMA,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.6114874520146896,0.29464383423367146,26.542236686804742,falling,False,mixed,both margins contribute
DMA,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-3.3026053643009154,0.2136436849830899,20.987889986870062,falling,False,mixed,both margins contribute
DMA,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.20492448878934694,0.009394788642746803,338.24516760047607,falling,False,mixed,both margins contribute
DMA,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-2.355856396316085,0.6658020440297806,29.422301870514598,falling,True,mixed,both margins contribute
DMA,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,6.031449263631747,0.7965019084941619,,rising,True,mixed,both margins contribute
DMA,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.3061709509457424,0.1689742572673142,,rising,False,mixed,both margins contribute
DMA,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.3820678854937967,0.23375814878291773,,rising,False,mixed,both margins contribute
DMA,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.909576866961116,0.30340042276611273,,rising,False,mixed,both margins contribute
DMA,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.23321963564848774,0.03524004408154709,,rising,False,mixed,both margins contribute
DMA,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.5564821636560431,0.19509428487696082,124.55874165059022,falling,False,mixed,both margins contribute
DMA,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,3.860820542117633,0.4556209960117374,,rising,False,mixed,both margins contribute
DOM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.345912552472467,0.7838972566448292,29.54701699470447,falling,True,mixed,both margins contribute
DOM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.8315614706858223,0.5331231295887142,37.84460372495162,falling,True,mixed,both margins contribute
DOM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-5.915512326801338,0.9440742561426438,11.717449685964004,falling,True,mixed,both margins contribute
DOM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.34179203066267355,0.14449986439252774,202.7979351116107,falling,False,mixed,both margins contribute
DOM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.1314936092119028,0.5880084277678413,61.25948701051256,falling,True,mixed,both margins contribute
DOM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.2678784299009631,0.06674101351489277,,rising,False,mixed,both margins contribute
DOM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.938375481249628,0.6863800898936049,,rising,True,mixed,both margins contribute
DOM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.4317404628312356,0.37327393660435776,,rising,False,mixed,both margins contribute
DOM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,6.0011762154942705,0.9325893507784737,,rising,True,mixed,both margins contribute
DOM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.109772929500007,0.9034235569384229,62.45846894753806,falling,True,mixed,both margins contribute
DOM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.0499660210601998,0.8265121275997994,66.01615353800138,falling,True,mixed,both margins contribute
DOM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.09732092946470594,0.026635351543413725,,rising,False,mixed,both margins contribute
